sentiment,content
neutral,@killerannax now vickyt is losing to demi AND miley
neutral,@gerardoudi hey Gerardo! (late response) that day i was talking bout forgiving my brother 4 givin me wrong directions! i got way to upset
sadness,OH NO TODAYS JAY LENOS LAST SHOW!!! WE'LL MISS U MR. LENO
sadness,@jjooss I think he is :[ wish we could give him a tear or some blood to make him feel better
neutral,"@cyan1234 I gotta leave early again, like 7:20"
neutral,I don't think so  what time are we leacing
neutral,Mr amp over heated
sadness,Gonna miss Thick As Blood next Friday
neutral,going thru bills
sadness,"@ivansharris Hey, where do you go last night?  Was expecting to see you @ On Broadway."
sadness,It SUCKS when my playmate is MIA all weekend.  Sad
neutral,@brittaniethekid I GET IT.  YOU ESPLAINED IT TO ME AWHILE AGO.
neutral,Guess I'll take a nap
sadness,@siwhitehouse Didn't work for me  Except when I used the word autofollow and got followed by an bot selling an autofollow program.
neutral,@ElZorro: UB40-Bring Me Your Cup  ? http://blip.fm/~7af72
happiness,@MsHollywoodDiva hahahaha your watching 106 too... i miss Oceans 10...
sadness,Kill me now I'm so sick    n it's Friday night!!
sadness,@brighternoise really??
sadness,Nothing 2 do 2nte  Boooooooo! I'm totally bored!
sadness,I'm bored. I have a headache.
sadness,@amalah I am very jealous.  I was supposed to go see it in Seattle with a friend this summer but she had to bail out because of work
neutral,"okay, i'm out for a while  back later!"
neutral,@FernShadow I'd just plain go crazy
neutral,@ punkrockchick25 Haha no i just saw a commercial for it. . You wouldnt kill me
neutral,still cant figure this twitter thing out on my phone.  i dont have the iphone.
neutral,@Pointman24 I always yell TRADE ME when I see old people with super nice cars. I have an old people car
neutral,"@LorrisB As appealing as that is and the fact I would hop on it pretty quick, I dont wanna impose on your sacred bday hun with ur friends"
sadness,the tip of my finger hurts  lmao
sadness,my tummy kinda hurts!
sadness,i feel extremely depressed right now.
sadness,My head hurts....  Can wait to see the new photoshoot!!!!!!!
neutral,i wanna go home
sadness,sux gabe just told me to go to the afterparty and I have ID that works but I can't go
neutral,The Life Of A College Stay At Home Mom: Delay in the Bash  http://bit.ly/CnyhP
neutral,"@mjvarela black is good... tight, or should I say too tight, not so good."
neutral,one year since I met matt corby
sadness,Ugh I'm tired
neutral,@selenagomez aww  cant wait to have you back in LA! 333
neutral,its too early to be up
neutral,@whore_hay The Twitter Happiness score for sw00p is: 418. http://happytweets.com I think I dropped by 1 point since yesterday.
sadness,A simple nice dinner doesn't exist in my world.
sadness,last day of school  so sad
sadness,Johnny actually invited me to the movies but i have too many things to do before the concert
sadness,"@kraeth She really loves that ride, doesn't she?  Too bad I wasn't there recording it"
neutral,"Client consult in Valley Ranch, then home to work some more"
sadness,My dreams have been crushed...Spock does not like the ladies.
sadness,is missing the fun she had with @Sylars_Army at Eclipse 3  #SArmy #SArmy #SArmy
sadness,http://twitpic.com/67wb4 - Gotta a show on Monday at 9.... hopefully my head will be better by then....
sadness,Okay i feel really sick now
sadness,@glennbeck Missed your show tonight   Just HAD to go up to Lake Erie and enjoy the quiet!
sadness,"I've been to Rome, Italy. I love it there. Elegance, style. Very difficult to live in Chicago. No elegance here. Sad."
neutral,i just learned the hard way that FireWire 800 isn't backwards compatible with FireWire 400
sadness,ended up face to face with a bear on 181 driving home this evening.  Sadly he took off into the woods before i hauled out my cameraphone
neutral,"lady is clean now, im going to calexico in a moment, i have so much things to do today, and i wanna go and watch the hanna montana movie"
sadness,i need to speak with @sofiedeville! but i left my phone at home
neutral,@Mashon96
happiness,new favorite group has to be J*Davey HiLow is my shit. why don't the really flygroups come to Miami hell Florida? And no Rock The Bells
happiness,"@Candypants2 we did! They came out cold  The cheese sauce was good, though."
neutral,@samsmith2709 aww
happiness,@coebooth Just got it a few hours ago! So not yet!
sadness,I regret not going to the Movie audition today  Seems like my neighbors are gonna get a call back .  http://myloc.me/21RK
happiness,"@jeanettesanchez lucky you, all we've had is rain in the city today  enjoy! ;)"
neutral,@american_eagle Why don't you ship it to Japan?
neutral,"everytime i go on threadless, it makes me sad because i probably wont buy any awesome shirts i see."
neutral,"@DJGigiDred I already seen am and jazzy I know they blew the roof off! Was supposed 2 go to pony party, I couldn't make it out last night"
sadness,Fuuuuuuuudgeee I burned my finger with oil! It hurts
sadness,This is dumb. I keep losing followers!
neutral,?sucks!?..
sadness,big sis moved out 2day  its gna b weird without her! X
sadness,@TheSvilleNews http://twitpic.com/67kb6 - Sad day!  What a great guy and enthusiastic teacher.
sadness,another friday night with nothing to do ...boyfriend works until 1am
neutral,@baldeggie I just changed the backgroung but now I have no profile ppicture
sadness,Can't believe preseason doesn't start until August  football with drawls..
happiness,"@bjolly086 Now, I can't call your kitten by its new name, because Ryan makes fun of the way I say kitten."
happiness,@iliveinbetween i graduate at 9am on Sunday June 14th...
sadness,"@rosegraymusic Tuned to listen, but had a 1:30 meeting. Now know that my high school/college French doesn't cut it anymore."
neutral,"@madpierrot im sure  s'okay, ill save my $$ and before u know it weiss will be mine."
neutral,"@hothusband_01 here is winter, but not snow"
happiness,"... I want to die. I want to TAKE my own life, forever. She's trying to get me to do a duet."
neutral,Missing everybody  http://myloc.me/21S1
sadness,Home. Got some nice plugs but no chipotle
happiness,Having internet access on board means I can see what bad weather we are flying into   http://bit.ly/h14Tw
neutral,@selenagomez do u ever answer ur fans on here?? i wish u would. i have a question i've been wanting to ask u for months
neutral,It would be that Dover race that they played on Classic.
sadness,aleesha's piggy died  she can't catch a fucking break man
neutral,left my phone at home and wont get it back till 4am. dont call me!!
sadness,"I had a realization today, and it made me sad  But at least the healing can begin."
sadness,@cohenster i know its awful  but never fear i've got loads of funds so we can have a drunken catch up post-exams ja?
neutral,"Two months ago, I became worthless."
happiness,@catrionat7 Yes yes Is. Ima Guna Be On For a While Lol.
sadness,@marsacademy *HUGS you*  awwww......i'm sorry you are feeling sad E!
sadness,@emmaroo INNERCHILD!SARAH LIKES COOKIES AND IS SAD THAT YOU FEEL SAD AND GUILTY
sadness,@no_surprises unfortunately yes
sadness,Sum1 plz cheer me up
sadness,@selenagomez come back to canada soon  we'll miss you!!
sadness,@writeinink sure i can talk....the fabulous sex part though is out  sorry dear
neutral,"@babyjidesign: what a cute pic of the girls, and so vibrant.  I didn't get anything cpeven close."
sadness,@natsolovelyx3: I knowww yur mother is being a bitch and she doesn't want to take me to the movies  bitch
neutral,@thelongmile I was about the followfriday you back and it turned to saturday  Theres always next week! Any movements on the photo site?
sadness,@drbri I'm not sure as I've never used it. Sorry
neutral,@Jenty late reply again! I have Tweetdeck.  Just always have to logged onto my work account   and forget to check my personal account.
happiness,7pm and I'm just now leaving my desk.  And just last week I was on a safari. My how time flies.  What's good for the weekend? JBII
sadness,@Kdpartak the ordered me a new blackberry to arrive TUES! I may die between now and them without phone  I have withdraws already
neutral,Confused about Twitter  everyone on Twitter follow me!
happiness,@ToxicSociopath awww. well before we know it youll be back visiting XD we will hang out constantly and have another heartbreaking goodbye
sadness,"@tellie_jean Now that I think about it, when I get to the States, they'll probably still be touring, so they won't be there  Dammit!"
sadness,@mattpicasso iPhone is doing that not opening downloaded apps thing and I forgot my cord at home
neutral,i have poop on my shirt and a insanely cracked screen on my iphone. daaaang.
sadness,oh and #antiboyle didn't work out either  never too much of a bad thing eh uk eh
sadness,"@angel0712 Oh, I totally want to see Star Trek!  But Kristine had already seen it with her hubby."
sadness,@CaitEggers I need one too.
neutral,@hollingsworth yum. Do you do home delivery
sadness,Mrs.Bates left
sadness,@robo__rob IKR. but i hate the lack of troyella  ggmow always makes me so sad
sadness,how sad was Hollyoaks
sadness,Exhausted after a 58 hour work week
happiness,@DirtyDizco Maaan if I wasnt in pain I'd come. I wanna come  eat some 4 me lol *rolls eyes*
sadness,@AnalystAlterEgo i have bad news... i have to go take the dog for a walk--they're upset w/me!
sadness,"Drat. All my land boots died at once. I think of boots like parsley- one going to seed, the other first season. What to do now?"
sadness,Got out of work late. Lame! Busy day.
sadness,@pcdnicole so sad u cancelled silverstone show  better see u in sandown park!
sadness,"@iamsuperbianca Oh, and I went with my friend to MYOH last night but they ran out of tarsier pins. So sad. He was really cute."
neutral,I want to go see Up
neutral,"Now that I think about it, when I get to the States they'll probably still be touring so they won't be at home  Dammit!"
neutral,back to basics
sadness,It's too hot!! Thermometer showing 25c at the moment
sadness,@scopezum I feel the same way! 9 hours of sleep and still exhausted! ahh!
neutral,@AndrewMayne does it work on the iPhone as my MacBook is flat
neutral,Month end... still stuck in my office waiting for the stragglers to get there s#!t together.
sadness,"Last day of the TV up-fronts w/ our colleagues from Sydney, Paris, London..."
neutral,@jimmylala i'd rather find out from experience :-/ ...but where are the stories?
sadness,Feeling pretty tired and lonely
sadness,@Susan_Ferman that's so weak!!  facebook fail
sadness,"Panda express, it's been so long. I've missed you"
neutral,"Has got the slow cooker going, now just to get ready for work"
neutral,Listening to Broken by Lifehouse (on repeat)
sadness,Just took $10 off a guy who thinks he can bluff three times in a row and get away with it. Now back to showing how shit my work is
neutral,@hellocuppycake no omelette today  dim sum tomorrow! FEAST!
happiness,im full. i had a tripple thick chocolate milkshake from mcdonalds now i feel sick
neutral,"@richardescobar  Ok, just noticed it is in theatres now - don't know when it's showing in Vancouver though"
sadness,: doc said my bones look fine enough. also should see a rhumatologist. I'm such am old lady now
sadness,"... And, I was the only person who stood up for them. The world is full if spineless cunts. This makes me sad"
happiness,@celebritystatus wifeyyyyyy  me no likey u siky
sadness,tried to swat a fly with my Buddhist magazine... bad karma
happiness,@doodleworld  Thx had a great day  gonna have a long weekend.  Excited yet I'll be missin my tweeple badly.
neutral,@danipoynterjudd yeah but i missed it 2nite
sadness,"I'm in tantra, anyone from kirki will know how sad this is, I'm drowning my sorrows ;)"
happiness,hm i'm happy but i want to join drama practice today !
sadness,"@JVB Thanks, I just found a article that say i cannot join you because i am in the UK though"
neutral,exam on active directory tomorrow.
neutral,"@itsSamaraMorgan Gosh, no need to be so rude."
neutral,"@HealthBeautyDr  btw ... my sister's all ready know this little fact.  My 2nd oldest sisters husband is a keeper, tho'.  Her, not so much"
sadness,he was the reason i lived and now hes the reason im begging to die
sadness,youtube not working
neutral,@StephenMulhern I'm absolutely jealous as hell of Brenda
happiness,Still working in the database and trying to decide what I want to eat.
neutral,"@annie_escape awh, nooooo  i want a long update tooooo!"
sadness,i feel sad for you elizabeth.
neutral,@alex_navarro I wish this area offered chinese food delivery
sadness,to the people i was txting... sorry phone is dead and i can't resurrect it.  hopefully verizon will replace it and i'll it back by tonight
sadness,Dosen't Want To Go To Work Tomorrow
happiness,"@wildcurl7888  Well, I still can't wait for the one shot."
sadness,Wish I could be heading to LA for E3.  *le sigh* Maybe someday.
neutral,@mitchelmusso i couldnt call you because the time on my phone would run out  so if you can give me a shoutout on here i will be happy
sadness,...No more adventure time
sadness,i miss you
sadness,"Uggh everything, I'm sending you!!! I keep sending it to my Twitter. So I have to forward it to you!!! I suck at life"
sadness,I got into a fight with the pavement. I think it won  poor little knee
sadness,Had to stay home while my wife takes my daughter and a few friends out to Tokyo Steak House - sadly my body is not cooperating today
sadness,This Monarchy is gonna bleed ALL of us dry! We are nothing more than slaves to the pigs in D.C. I don't reconize my country anymore!
neutral,@jimsissy end count  *hangs head lower*
neutral,"Right folks, really must go now; have to babysit my nephew in the morning. Another early start. No Twilight time  Nare mind. Nightall. X"
sadness,staying at home. unpacking!!!! crap!
neutral,was late
neutral,"Hi, my name is Kate and I'm addicted to mm's!"
neutral,getting dinner ready not much going on in my life it seems
neutral,Need dayquil
sadness,@summerkristine i want you to go walking with me!! but i still miss my satan
neutral,"@lorrieb5 did you see the 15 sec clip of the New Moon trailer?? its up on ETonline.com ...check it out. its a big tease, though"
happiness,Jeff was right! Call of Duty pwns. Now i just gotta figure out what to do with this xtra copy of Wolvarine I bought earlier this week.
sadness,I'm either always on the train or at work
neutral,counting down the hours until I can finally drink this blossom hill  stupid work
sadness,I have to go to work.
neutral,@Mrgetmoneyent ahhhhh from work
neutral,I have assignment due by midnight in professional writing class  I really wish I was already done with it Luv writing thought Id like it
neutral,@southbel took my computer in for a new dvd drive  screen wouldn't come back on  Had to order new computer  wait...
neutral,@Bnever oh darn i'm not in london
sadness,head hurt
neutral,My preorder of the Razer Sphex shipped today. I'll be paying to review it because Razer is ignoring my emails
sadness,@Impala_Guy Would luv to hear music too but iï¿½m out of batteries - the tv plays besides but i think this is some kind of vampire movie
sadness,1) Traffic is lame 2) No matter how hard I try I can't get anywhere on time   3) UP Movie!!!!! Yay!
neutral,See that traffic northbound? That's my commute   http://twitpic.com/67x74
sadness,Its summer and no one has texted/called me. Im a loner
neutral,@gay_emo_zac haha... I wouldn't be surprised... The few cute ones here are either taken or straight...
sadness,Killer headache  I want my food to be here!
neutral,@rmwiley i feel you girl
neutral,@angelealain  Hope you get to spend the weekend at home.
sadness,http://twitpic.com/67x7n - MISS THEM ALREADY
neutral,@POPPORNBLOG ouch  does picking your nose count?
neutral,@Amalari  I do not mean to laugh but a little giggle did come out - sorry
sadness,"Sad I missed @tylerhwilliams going away party due to too much work, but I really am gonna miss that kid"
sadness,"slept in, missed bus, train delayed, doesn't stop at my stop, late for work. fucking heelllll"
sadness,why must the weather b so nice and then so bad all in 1 minute
neutral,about to rehearse...starving!!!
sadness,"can't find my trusty hair tie  My hair will spill all over the place when I run!Mom's bands doesn't work for me,normal ones hurt.((("
neutral,Juast got home... and I have to leave again!!!  BRB!!!
sadness,"ugh gone through 2 new phones and now my screen is black, which means no texting"
neutral,ARGH!! watching batman
sadness,My mouth hurts. Wish I could cut my head off
sadness,selling my drumset  sad day
happiness,"today was GOOD  , that little girl hollie in bgt , just me or complete sympahty vote  ! how cute is aidan davis :L? tweet me  x"
neutral,@chaselongbeach at least she doesnt try to violently hump you like my (female) dog does
happiness,"@bztak1020 actually, my friend gave me the files today! lol but those are all CDA files... do u know how to convert them to MP3?"
sadness,"omg, NO ICECREAM"
sadness,@SimpleMia Yes. Need to listen to sad SP-Songs
sadness,I got up early to pay bills. I figured its like a bandaid if I get it over quickly it won't be so bad... I was wrong
neutral,@calvinharris i wannabe in dubai
neutral,going to jack's tribute match today
neutral,"@robluketic Shoot, Rob I missed it. Just got home."
neutral,i just got my nails done n i already messed them up  Alejandra 3
neutral,@socallove well grand has been cancelled due to the weather
neutral,@johnnybeane What happened?!
sadness,7pm on a Fri night  I'm sitting at home alone...
sadness,OOUCHHHH I just pinched my own nipple by accident trying to fix my top
sadness,lost some $ at work....nt happy right now    --SLOANSTER--
sadness,Not feelin right. Hope the feeling passes. Stupid stomach.
neutral,@DJLTHEMASTERKEY i guesss
anger,"@PENLDN just got in, gonna go upto bed in a sec, not drunk! I'm disgusted with myself  haha"
sadness,Xfiles disc doesn't work.. Rippin
sadness,really sick and tired but my body's resisting rest!
sadness,@BuddyTV Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.
neutral,No B2G1 for me.  Trying to save cash for next month's vacation.
neutral,Work in a hour
sadness,UP is the saddest movie i've ever seen
happiness,"Not going to Suffolk tomorrow.   However, now MB  I are planning a picnic on the Mall with friends Neil  Jodi."
sadness,"@1045CHUMFM Oh ok,Thanks.Dont know where the courthouse id either,I'll learn though.Any nkotb? Twitter stole my pic again  it hates me"
sadness,My computer dies soon  - its so much virus on it but my virus scanner  cant find it :S
sadness,I think i am getting a cold
sadness,"@angelicaaa workies with dad?  aw that sucks working on saturday morning. I'm about to study, when are your exams?"
sadness,@RealLifeKaz we cant come toniiiite !! arggh i want to tho  have fun for uss. well def see u 2morrow nite tho!
neutral,Liked I quit smoking in September of last year after 40 years - I hope one day I won't miss it  snivel whine http://ff.im/-3nVYG
sadness,"I'm very upset right now, like I can't even formulate a complete thought...."
sadness,"@Tracybelle I'd hang with you, but... Tennessee."
sadness,really ill atm
neutral,Finally lost FM97
sadness,131 miles away
neutral,Matt Weiters' first at bat: fly out to RF
sadness,going to a work people party then going home to visit Grandma. Sadness
neutral,on my way to orlando and its raining
neutral,It's Friday and I don't have a job for the weekend
neutral,"drunk messi scares me, to be honest."
neutral,@beckyainsley
neutral,@Applecored same
sadness,"Poor @IMissBradAndJen 's mom just told her she looked like a hooker.  The skirt wasn't THAT short, and it's 87 degrees out!"
happiness,@chris_shields06 good job!  I wish i worked in a zoo
happiness,"Doing homework and then going to bed, have to leave at 6:50 tomorrow morning for work  and then i wont be off till 6"
sadness,Boyfriend is out with friends tonight. Don't know what to do with my evening
neutral,@fetjuel Musashi's? Has a great rep. Or did you go to Kitaro
sadness,about to start my least favourite chore.... mopping the floor
neutral,One of these times I'm going to have the self-awareness NOT to ask one of the principle mourners at a wake how they're doing.
sadness,poor bretty.  but yay phils
sadness,my back hurts  have a heating pad on it... stupid ladder y did you have to collapse and make me fall on my back/bum???
neutral,"@graciep I have to agree, why didn't I get that when I was out."
sadness,damn...plans were canceled.....another friday night at home
sadness,just goy back from a day of tests at the hospital. going to start chemo on monday
sadness,cant believe ER is all over
sadness,wants to go see street dreams but it's not playing anywhere near here
neutral,Off to my lil sisters  graduation...they grow up so quick
sadness,There is a MacBook Pro sitting close by and my poor MacBook is ashamed with it's plastic face and sides...
sadness,@JonathanRKnight understands you it's long the 6 hour
sadness,Big Sad Face   Bing doesn't work on iPhone.  It just takes you to the regular mobile Live search.
sadness,"@natbubba yeah, totally unfair.  we should just. FLAME THEM EVERYWHERE"
neutral,I can't find Tom Price on the tweeterwall
neutral,@DJFREEZY ummm not with me?
sadness,"well movie night spoilt by fracked up disk-happiness gone, so time for sleep"
sadness,"@TheStoryStarts nothing aimed at you, just joining in...sorry"
sadness,@theREALGiftedNJ yeah it is
neutral,@jeangrae whyd u feel awful after last night?
happiness,night night twits! im so glad I will be waking up to a saturday off work!! printer has broke though
neutral,@myuze_me Thanks! Kinda bittersweet though
sadness,Thank you Google for your Adsense Payment.  If only the Aussie dollar wasn't as strong
neutral,just had dinner with scoop and said goodbye before our senior trips
neutral,@Tabiamusic i skyped u  las nite
sadness,@mpellegrini hurts to be you! Sunshine all weekend and you don't get to play. That's sad.
sadness,Has been a long day - Matinee and evening show. Will be sad tomorrow: last ever Welsh College show
sadness,"@TroublePandaPR Ok that's not true! Plus, you're insulting me saying that I'm insulting you! I've been trying to cheer you up. Butï¿½nadaï¿½"
neutral,"http://twitpic.com/67xv3 - Former Pawnshop were Jimi Hendrix got his 1st guitar, Seattle. Now a check cashing joint"
sadness,Hitting up a bar or two most people being lame tonight
sadness,@ohhhbeka PS: Wish I were coming tonight.
neutral,@katekisss  meebo.com is a free thing  it doesn't effect the comp that's what i use .
sadness,my ipod died  not running until it is charged.
neutral,@lostalone So wish we could all be there
neutral,Homework  Study Guides
neutral,time for bed up in 6 hours
happiness,going away party at ambers  road trip tomorrow!
neutral,@rikeezy or with any at all  boo. suits and grey hair.
neutral,@donnaml40160 I haven't started packing
sadness,@superstarnikki its just one of those days....
sadness,As it turns out I do NOT get to go see The Decemberists...
neutral,@MelanieNugent Oh damn Im sorry!!  I have been so good not adding spoilers cause @blayze316 will be watching it later!
happiness,@Sabrina1989 I thought it was a simple one  I found it hilarious.
neutral,"@xxigetwet Sher is good. There were quite a few people that we didn't even get to see, due to me having court and rushing to see fam."
happiness,Weekends are Great....if you don't have to work them.
sadness,@EP31 I have that problem with adult shirts too. It's so annoying since a lot of adult player shirts don't come in kid sizes
sadness,wants to hear his voice
sadness,Looks like my Twitter is down
sadness,@mitchelmusso i can't call you cause my portable sais that this number not excist  i want so much to talk to you
sadness,only 1 person online on MSN. I feel lonely
sadness,i going to go to bed  i failed miserably at booking a holiday  although i do seem to have a new follower. HIGH FIVE. X
neutral,"@Snoop71 Not so much a substitute as a variation. Ate too much, too. Oof"
sadness,@mannyishere awww hes too cute!!wish i could've gone
neutral,@MilaXX don't go to logan square we're pretty sure the shirt isn't there  1 more philly local tmrw
sadness,@fizzythoughts  Boo for being at work during #beatwittyparty but at least you're still here!
sadness,it's gloomy outside
sadness,(that was a  btw -_-)
sadness,"@stacyday Yeah, Trimet says it's a 1hr trip, I get home at 6:30/6:45-ish, so we'd arrive just as everyone was leaving."
neutral,Just saw the Toy Story 3 trailer! It's about to get EPIC! Woody taking L's once again
happiness,"Writers:They just make me wonder,why are you foisting all the little pipe dreams stories in your head onto other people? I like writing"
sadness,@retrodiva I WISH I could be in bed by nine once in a while. I never make it in before 3-4 a.m.  #sleepdeprived. Doing too much.
neutral,Idk yet!!! @Jersey_Gyrl I wanna go soon tho...but I want more tweeps to be there
neutral,@manthigh81 I didn't watch it
sadness,"@gasfreecommute -i'd love to be able to bike/bus/walk to work, but it isn't safe in my area"
sadness,@selenagomez AWWWW  we're gonna miss you!
sadness,I feel sorry for my bestie  good luck ali!
neutral,@MathieuTO My neighbour is fond of loud Nickelback.
neutral,"@PaulaFarris Ya gotta forgive them, dogs are just little people in fur coats, but I know the cleanup isn't fun"
neutral,@caitlinjoneill that's why you are visiting alllllll the time next year.. It will never be the same though
neutral,"Waiting for pizza after work. Damn, there goes my tips."
sadness,jungle book 2 is sooooo cute.. i have nothing to eat or drink
sadness,Got rocks. And found my car got birdied this evening.
sadness,@Crimsondreamer no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren't you?  SOPROUDOFYOU.
happiness,the plan was to take a nap (yea I'm still feeling last night) then go watch lakers game smwhere fun. looking like no nap
sadness,I heard an icecream truck and took of like a shot but I couldn't catch it.
neutral,@DougBenson  NO YOU ARE EVIL I WANT ONE!!   #flaxandfiberfriday
neutral,HEY GUYS IT'S WORKING NO NEED TO WORRY. i have tooo many followers tho ...
sadness,"@FLucio I'm a jerk...  now I can't go out    Dammit Frank, why do I suck so bad?"
sadness,"Aw, Zach wasn't feeling well  Hope he gets better. So babysitting was canceled."
neutral,@AvaAmnesia  but then you won't see Her hotness much either
sadness,Had a pretty good day. Let's see how the night goes. ;-) oh I have to work all day tomorrow no picnic for me
sadness,@AwkwardTown fuck! I'm already thinking about all the shows I'm going to have to miss because I'm broke.
neutral,really wants to go see the script in NY in august... but no one will go with me
neutral,ToonTown is down
sadness,@dougreport how can I read the Floyd article says it's private
neutral,wants to sign up for the Germany field trip pero no tengo dinero.
sadness,"is confused  sad. oh no here comes the sweets, to cheer me up"
sadness,tonights been boring!
sadness,"Am I old? Pub kickin out time is whey too late, I'm stinkered:-/. Got the cubs tomorrow too  I'm gonna suffer !"
sadness,i so can't be bothered working tomorrow!
happiness,I need a bear hug  and Im going to camp today!!
sadness,Im Slowing on My Tweets..Cuase I Lost My Phone
neutral,I think I might throw up... I only could eat half of my ice cream cone  http://twitpic.com/67ybk
neutral,@maniactive I'm thinking the Chevrolet Doom would be fitting for GM
neutral,this has been a pretty shitty week. minus seeing @marktheescape. where is that muscle relaxer i need?
sadness,"It's friday and I'd love to party, but don't have a sitter."
sadness,Waiting for the Denver game to come on.. but i dont think their gonna win it  Lakers suck lol :p
neutral,"Wow, the new Google icons suck   http://bit.ly/z7JIE"
happiness,"@bkkrakora ew, i used to get suicides in high school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too."
neutral,@Peter5tewart yeah.. I left cause my pc can't run the client anymore. I had thought I would have a new one by now..
neutral,"@tristanhilliard oh nos, what happened"
sadness,"Cleaned four bathrooms this afternoon....(yes, go ahead and feel sorry for me...lol)....mine are still waiting for my attention"
sadness,@ev I'm trying really hard not to hate you.
sadness,Booo my best friend is leavin for the weekend. What ever will I do without her??
neutral,i cannot sleep due to watching UKTV food. its keeps my cravings at bay. i think my bodies guna ache tomro
sadness,@triniaguirre i miss you  !!!! ??
sadness,"confused, angry, anxious and on top of everything LONELY"
neutral,@zzerbe i'm on twitter! go me. i have no idea how to work it.
neutral,nothing to do this evening.. MISSING LIFESTORY
sadness,"@ss1271 yes, that's what I meant... I don't have anything to turn it into Hirigana, though."
neutral,my finger is now pregnant
neutral,"@bkkrakora ew, i used to get suicides in mid. school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too."
anger,too sick for rigging tomorrow.
sadness,"i miss him  ALOT but im not gonna talk to him, i HOPE"
sadness,Why are embossers so expensive? Can I do get one on the cheap? Trying to save 75%. Papersource order goes in TONIGHT. Sry bank account
sadness,"Grandma Caminker passed away today.  She will be missed, but may she rest in peace."
neutral,@love_ly We need to hang out!
neutral,taking a break from sewing to do some dishes
sadness,UGH. why is it so hard to upload a picture on twitter?
sadness,Just saw a dooope bmw 6 series parked with the top back....to bad it was raining
sadness,"Sh t, I'm getting even more sad. I'm currently at the library and j think it'll be the last one tooooo"
neutral,Should not drink cheap wine
sadness,upset.. friday night crying!
neutral,@JennyLouis_420 why baby?
neutral,"@kearycolbert june 15, 1995, chino hills, CA. The 1 day it rained n june in SoCal...we had an outside grad; had 2 move it 2 the gym"
neutral,I'm grounded til tomorrow. Sorry to anyone I made plans with.  It'll have to be tomorrow. (annoyed) http://plurk.com/p/x332r
sadness,trying to fix my sister's ipod  then phoenix tomorrow morning at 445am! hopefully i'll actually get to play this tournament. stupid fence.
neutral,Someone fly me to Reno
neutral,"lumiere is not impressed with my cuddling. but then again, who is  http://sml.vg/jL0kI1"
neutral,@thehar just got Zion tweet
sadness,"@Mattshiloh Unfortunately your fix didn't work..   Oh well, I'm lovin' me some PeopleBrowsr anyways!"
happiness,"@Linooo Ahhh!  I knowww! I saw it May 5th and 6th in Newcastle and it was so good!!! I'm soo excited for 6th June, as its my bday aswell!"
sadness,Some things are better left unsaid . Its better if only i know
sadness,says our power went out...which RARELY ever happens...and i hadn't saved my sims game in a while.  http://plurk.com/p/x334f
neutral,my tv is so boring
sadness,"@BunnyBridget I would LOVE to learn trapeze! I've wanted to do that since I was a kid. Sadly, there's no place where I live that teaches"
sadness,Livin on ur own iznt nice at all. I miss my mum
sadness,Oh my ex / room mate is moving out today
neutral,Writing reports....
neutral,Sports car + curb = flat tire.
neutral,sitting in bed where I will be for the weekend.
neutral,"Crazy Legs is peepin @nina_parks at the pool hahaha She likes graf writers, not b-boys, sorry"
sadness,"@TomCopestake  I'm sorry. You'll get there don't worry, one day at a time.  We should 'hang' when you're done."
neutral,Headed to waterfront for a quick drink with the office peeps...Corsen Building of course was booked  Any suggestions?
neutral,Wow it's like a VPL fest in front of my office right now.
sadness,I get an instant sad face when I see a little kid lose their balloon
neutral,"Almost made it out of the Apple Store with my MBP, but they didn't have the replacement fan in-stock."
sadness,@davidmihm Please no more tweet-memes
sadness,So tired and I have 17 hours to work tomorrow
sadness,chick fil a for dinner. Hopefully I feel better. My head and eyes are killing me
neutral,Yep. That good feeling didn't last.  back to sleeping for me.
sadness,More depressed ty very much!!!
sadness,headaches are dumb.
sadness,@donttreeriddle Oh noes!! Melted ice cream = do not want.
neutral,@g1mm34d my bad. I thought you were talking about today
neutral,"dreading this weekend, every minute of it is me doing coursework i should of done during the week AND learning 2 pages of french speaking"
sadness,missing someonee...
neutral,There are ants on my lollipop
sadness,My arms hurt
sadness,OMG how sad is The Royle Family where Nana dies  I am sobbing!!!! :*( it's the saddest thing I've ever watched
sadness,"@MyInnerCougar Sorry your day was so bad   Gettin the drink on, good plan!"
happiness,@Wonder33Woman Yes I did see Mitch Hedberg and the whole floss thing.  He's hilarious.  I 3 him.  Poor guy
sadness,"Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjdjc"
sadness,"[H]ouse starts on Sunday and I'm sad as I can't afford Sky,"
sadness,@RVDS dammit i wanted to ask you about someone who i might be shooting but cant remember her name now
neutral,UP isnt im 3-D..
happiness,"@ktml nice work buying coda dude! It's a great app! Unfortunately, I bought it when it was the full $99USD  #jealous"
sadness,@norasake Sadly no. It didn't come with one...
sadness,@KSegIII  my cousins moved there like 2 years ago and I miss them so much. I was just looking at their facebook and now im sad
happiness,"@tarraxo I'm not sure.  Btw, YAY FOR WICKED TICKETS! That's awesome! When are you going?"
