sentiment,content
neutral,@Maxsterism naisee. is it bad that i can see lens flares all arond me while listening to it? XD cant really catch what they're saying tho
neutral,@Cookie_Monstr  u may try Prism http://prism.mozilla.com/
neutral,http://www.speedtest.net/result/483892161.png i get good download speed only when no one else is using the connection
neutral,food...food...FOOD!
neutral,@laubow_  me too!
sadness,ooh i feel so sleepy... its 10:24 a.m. and i dont wanna go to school 2day  but i have to...
sadness,@love2reed thx girl! I just now woke up! I cnt believe I'm sick!! Now I have a fever... Wish I could pound nyquil  This sucks.
neutral,Hitting the docks soon.
sadness,@donald_jackson already there's none left  back to cabbage soup
sadness,Wrong button  ... My music biz building that is.
neutral,Too much sand in the SD 790 from pismo this weekend. ANOTHER canon powershot broken. 2nd one in a year  What to buy this time...
sadness,"having the flu, not the swinish-one, but the flu."
sadness,really annoyed that work appear to have blocked facebook now...
sadness,"its friday!  well, technically anyway...but its really thursday for me.  dang having to work saturday mornings"
sadness,20 mins from BEJ to Semanggi. Traffic on Friday  *siggghh*
neutral,@itsJorx what do you mean jorx?
neutral,@madpierrot maybe it'll listen to you  dude it's like three in the morning. what time is it over there?
neutral,I used to have a remote for my tv.
neutral,@leslieyuko mine too
neutral,So tired.
sadness,@AyeBloodyRight Taking the souls of your friends and family and watching them die is a nightmare. Trust me
neutral,thinks Coast Capital sent her work number to telemarketers
neutral,@poohbaby91 hey you WHORE!! that's kinda mean dont yu think?!
neutral,http://bit.ly/LaZEL  Wow Christian Lacroix bankrupt.. sad
neutral,Brownie sundaes at Five and Dumpster. Blood Bros on iTunes. Palm Reader was closed  Fun at the 371 anyway.
neutral,i have much to learn
sadness,missin my bro..
neutral,@taylorswift13 so my friends are coming to see you on NYC...but im on stupid vaca in the stupid cayman islands so i cnt go  iloveyou&lt;3
neutral,@Yaelzraw fell asleep with techno songs on shuffle. Loud.  Its been on for hours. Im too lazy to go turn it off. He has like 800
sadness,@DarynJones Your youtube account is down.
happiness,"@sueveeyall Haha, I wish I could"
neutral,@J2thaESSICA also just spoke to my &lt;3...              ï¿½tearï¿½
sadness,still sick  @ Home http://loopt.us/iArPRg.t
sadness,not feeling too great today
happiness,"Warwick Castle http://snurl.com/izzau Amazing!  Off to Devon for a week...no internet, no updates"
sadness,i hate that feeling you get when you listen to a song and it completely reminds you of how things used to be &amp; you get emotional
sadness,you ever come across something that reminds you alot of the one person that completely broke your heart? cause i just did
neutral,Sitting waiting for an exam to start
neutral,am hungry agaaaaaaiiiin maaaam
sadness,Ria got a a G1 phone and im jealous
sadness,my party is wiped out they be all dead and stuff
sadness,"@Branwen6277 I'm better today.  Yesterday was really hard.  It's still just so unbelievable.  I miss him, too... and probably always will."
neutral,"Morning folks! Light tweeting today ('Hurrah!' from the crowd!) 'cos I've a busy Friday. Me inside, sunshine out."
neutral,Oh dear. Travellers moved onto land very near my house. They always leave a bloody mess and council take a year b 4 they clean it up
neutral,"I can't have any pets in the appartment I really want, so no rat yet."
neutral,going to work soon
neutral,So hot today.  Why must it be a weekday
neutral,IT DIDN'T WORK
neutral,"I'm going to see Le Mis tonight. - myonlysanction: ugh, so jealous. aw  im a sucker for musicals, but i... http://tumblr.com/xtl1wb089"
happiness,good morning people !! in good old germany is it soooo cold
happiness,@sunnyphoenix there was like no1 there n tha DJ comp was hella wack... no gud DJs  but got in free so its all gud
neutral,"Gotta sleep, and then off to work"
sadness,is lonely in need of company
neutral,listens to MSI and bakes banana bread. How weird is she? Remarkably not so much anymore.
sadness,@dameenrouge I have been to Tara Thai a few times for friend's birthdays and the food I had was pretty bad.
sadness,hates continually getting sick whenever he has exams
neutral,@whatthelillyyo we just missd each otha again! I was at disney all day YESTERday!
neutral,i wanna go vivid light walk
sadness,"I want to ride my bicycle today, but it's too cold and cloudy today  http://snipurl.com/izzsn"
neutral,is it weird that i really want a harry potter bed spread and pillows???? i wish i could find one that wasn't gryffindor
neutral,@CHEVerlyHillz im hella pushin for it...how was tha graduation..sorry i couldnt smash thru...
neutral,what am i doing? what can i do?
neutral,wishes that she has a private jet so that she can go see her BFF @ times like this.. ok ok..ot really thinking of carbon footprint here.
neutral,"That seized bolt, ya it's still stuck! The bushing is actually seized to the bolt, very very lame   Perhaps some heat will work?"
sadness,stupid weather
sadness,Why cant a girl just like me for who i am and not whats in my walet?
neutral,@ammaryasir link  I need go on my laptop then sigh.
sadness,"Good Morning, it's beautiful here today. Shame I'm going to spend most of the day being an unpaid taxi driver."
sadness,"@overshootTV Thx! Old computer here, too slow for both Kubuntu and Blender really."
neutral,@tsarnick This year
sadness,Why Telstra Why do you are biggest Teleco have to be so greedy  we need fast Internet and NO Download Caps!
sadness,@Velf79 Missed you last night hon
neutral,"You know... time was, you could look at a Web page's source code and figure out how it worked. Now it takes a lot more effort."
happiness,wishes she would call him ...   *hc*
neutral,"is laying in bed, wishing i could meet Kellan Lutz.... haha im a nerd...dream on"
sadness,@ab_normal Shucks!  Sorry!  Sometimes I get wrapped up in FB and forget to check  how you doin'?
sadness,"And apparently I misplaced my iPod, the 30 gb"
sadness,very disappointed in him    gonna have to sleep it off....
neutral,"@mikdev  i leave the 27th, back the 5th or 6th."
sadness,4am foodshopping cause I was sick all day and was in hospitals  being alone blows
neutral,you forgot your fans too!  haha
sadness,@heavenlykevinly You go to sleeeeeeepz
sadness,is seriously heartbroken!!!
sadness,@NellaGrl ...being lonely all the time.
neutral,O and i have to wear a damn jacket today cos i didnt notice a mark on my shirt...
neutral,@amazondotjon Can you ask Ryan why he stopped following me on Twitter
neutral,should be going to bed but cannot sleep right now.
sadness,"@drinkins I'm suffering from the Internet that works bad, only sites hosted on russian servers are available for me"
happiness,"My life what a beautiful morning, i can think if no better way to ruin it than by being at work"
anger,"@bcollinstattoo yes, boo for soar throats and earaches!"
neutral,is desperate to go to the venice beinnale
neutral,Sleep. Work tomorrow.
sadness,ouch  epic bruise between my toes and a lump just under my ankle  bad times
neutral,got GREATscores. i'm off a while for exam yeaps.
sadness,Epic ocd moment? I deleted my sims file that i spent hours building just because i set his favorite food wrong
sadness,Heading home. Could really have done without banging my head on the way into the bus
sadness,also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck
sadness,Doing uni work all weekend. Fun times
sadness,@_enzo blech... thats a fail when you're receiving dollars. I quoted a job in USD last month. i'm getting paid now = major losses
sadness,"@aliwise TMZ HARVEY LEVIN, OR TYPE....TMZ IN ...FIND PEOPLE   ~~~~"
sadness,First time I'm going home early  sucks to b single no one to call
happiness,wish my nicky were home too
happiness,hmm..Osaka. Last show today.Very sad  . i can decode ur msg ;) haha cant wait till u get 2 Sydney ;D i missed out on tickets tho :o xx
sadness,@veronicasmusic When are you guys coming back to do a tour in Oz? I missed you when you were here earlier this year   Made me sad
neutral,@blucu so u aren't going to be in Chicago
neutral,I think I've finally reached the point in my life where I need a nasal hair trimmer
sadness,"hmm. I'm disappointed. I made 2 servings, and I am only able to enjoy one because my stomach is now full  wishing I had company to help."
sadness,its taking foreverrr for @jess_0000 to get here  im bored..
neutral,"@antwanduncan ew, tongue kiss"
neutral,Walls of Jericho please come to WORCESTER asap! Candace pleeaassee! Why did Flee the Seen call it quits? whyyy?
neutral,@smallchou I'm still working.
sadness,is very cold
sadness,what a waste of lives ... http://tr.im/mLou
sadness,"@mjh81 I know man, my day off and am pulling myself out of bed"
sadness,@yenbearr yis  i ryke it.
sadness,I'm havin the stupid stomach pain again &amp; again... Today is my outing with SPH frenz &amp; my stomach nvr fails to dissappoint me. Haiz
sadness,if not impossible
neutral,sometimes spam leaks in to the message board.
neutral,"@stalyn Yeh I suppose, but its not the same you know? To me Henry isn't really a gunner any more"
sadness,boo for all the season finales..
sadness,"@OpheliaPunk nothing  it's sad, actually"
happiness,huhuhu still working to get new clients in motion graphics
sadness,@Vzzzbx I'm glad/sad that it's not just me/my iPhone  #badoptus
neutral,need to pass the exams
neutral,Every element in the DOM with children is a single parent
sadness,likes being friends but it hurts when u love your friend but the feelings arent the same. trying to sleep. has to really try to give up.
neutral,@zaam It's is in the July issue of OXM... so I don't have anything to link you to right now
neutral,I give in to easily
sadness,"@TheLastDoctor He was creepy for me at first, but I did really grow to like him. I cried like a baby when he and Tosh died."
happiness,"Why does #googledocs do folders, instead of labels like #gmail? I kind of like labels"
neutral,I need a present for my mom.  Could anybody help me ?!
sadness,going down the post office to try and sort this whole ebay hacker thing
neutral,Guess what happened to my butt yesterday? Yes - Annas finger came for a visit... and I said nothing about it.
happiness,@Lara82 Yeah  He was such a good..erm...entertainment )
sadness,Bacon Fail at Gulb... lack of chef
sadness,@chantalclaret D; You get hate tweets  that's sasd.
neutral,"@milosundae akhrnya The Hills nggi..90210-nya macet2..HIMYM cm ada season4,pdhl gw nyari season3nya"
sadness,is suprisingly okay. or possibly still drunk. goodbyes suck though
sadness,i wanna go out
sadness,"it's overwhelming how i'm finally catching up with my cousin/bff since i was three who i haven't seen in years. ah, memories. miss her"
neutral,Surgery when I wake up
sadness,SF felt WAY too intense for me tonight. Hope that doesn't keep up. Upset with myself for not hanging with @fascinated and pearl
sadness,"@divabat so sorry to hear that.  I lost two hard drives this year, I know the feeling"
sadness,So many farewell parties! sad to see people leaving ..
neutral,@lorrainelock they are having a closing down sale !    does not look good.
sadness,I'm sleepy but is feeling under the weather! ugh! These damn tonsils. I need some company or somebody to talk too!
happiness,@mileycyrus I would totally take you to prom...if i hadnt already gone  sorry lol
sadness,im the only ho that didnt go to tigerheat tonite
happiness,@RASHIDIAN Come hang out wif meeee
happiness,Hmmm thinking about taking back that I feel better this morning - I think I spoke to early
sadness,not to be too macabre but its hard to believe we dropped a real nuclear weapon on real japanese humans.  http://ow.ly/9NRu #warisfucked
sadness,@OpheliaPunk i wish i wasn't all  bummed but i kinda am
sadness,@notmywords yup-unfortunately  Took today off work and just slept all day.
sadness,is feeling so bored... i miss school time
anger,My stomach is all EXPLODE from the wendys  why is everything that tastes good bad for you?
neutral,"go to my father's house or not?!that is the question...domestic food and people around me vs my bed,my tv and my world...dont know"
neutral,"@kegrocks I did one last night  it will be available in dvd, blue ray, and digital download via the iTunes store by the end of the week"
neutral,"@mrspaulkjonas No, havent heard anything about the show   It hasnt been on on saturday nights, but there are the occasional sunday reruns."
neutral,@grum have you seen who's knocked you off top spot on wefollow for #perth?
sadness,@etschuetz that sux  but mayb 4 the btr u nvr know
neutral,@dreamsthedream @dreamsthedream @dreamsthedream I came back to Germany yesterday. My five days in the UK were over.
sadness,Cant sleeeeep &amp; i miss my long hairrr
neutral,3) I really want to see &quot;Up&quot;
sadness,mom is ok so far. just missing jaron
neutral,"Because twitter is about being an attention whore: meet new haircut, same as the old one: http://u.nu/8748 She refused to cut a fringe"
sadness,has had AWFUL hiccups today and now can't fall asleep because of them
happiness,@pyroezra i know!  i wish she would. I just wanna cuddle and sleeep in ga! And go to the world of coke
neutral,I guess I'm just not smoking tonight
sadness,"Use twitter, quit life"
neutral,Oh cr*p ... Placebo tix and Tori Amos both go on sale at 9am. Anticipating hot cake distribution of both.
sadness,Listing to old jb music.... Going bck to 2006&amp;2007 &lt;33 i miss tht
sadness,"Just woke up &amp; can't go back to sleep. Had a txt from the bff sayin if you're up call me, sounds important but that was 4 hours ago"
neutral,3/4 through project car 1.
neutral,playing bejewled on facebook.. damn it i want a higherscore!
neutral,starting to wonder if I'm going to get this job... came across as though i'd find work elsewhere if needs must... not intentionally
sadness,My truss failing  http://yfrog.com/154upj
neutral,Lovely morning to cycle to work but met with a 29 degree office
sadness,Trending Topics on Twitter used to useful. Now they're just like middle schoolers passing around notes cause class is boring.
neutral,"going to work, it's 3:30am"
sadness,@helloinsightful CEREAL DOESNT COME WITH TOYS ANYMORE!. i jus been thinkin i was buyin the wrong kinds  say it aint so Mo.
sadness,Now the mosquito truck is waking me up
sadness,Another boring meeting to attend
happiness,@carocat Nooo  But hey you're back next week! Are you moving back for good?
happiness,"@ykesha2001 yeah, I also had to do a paper.. I only have one more final left: algebra.. &amp; I take it on my birthday!!   (june 3)"
sadness,damn i missed @xsparkage's blogtv  i hope it was funsies?
neutral,On the train now. I forgot by charger  that means no whoshere for me today till I get home haha!  but I'd still tweet u guys! xxx
sadness,"I'm torn, do I get an extended warranty for my iPhone when mine runs out, or jailbreak? I've already got problems with battery &amp; earpiece"
sadness,friday night is my fav night of the week but now I have to go to stupid dog training classes
sadness,"@xBellaMariex Hello Bella, why r you going to delete your account..?"
neutral,nothing
sadness,@nicolepenney That sucks! I'm going to be doing summer school.  Need to catch up on several units
sadness,"Damn, 4got to turn off my alarm so I woke up at 5:45am"
sadness,I miss Cary and want to drink some chocolate milk with him.
neutral,@krissysalisbury don't ask  Hoping that today will be an improvment on the rest of the week. Looking forward to the weekend weather!
neutral,10 days to recover from ligament damage (from now) will give me about 3 days to train for the 5k
neutral,@NellaGrl 64 degrees would be a dream. it's 75 in Boise still.
happiness,@_faeriequeen I just saw the Hamlet update too - excellent news... Never so good as live though
sadness,im ill hate it. seeing the doc at 5 too 10.
sadness,@JasonVonBerg thats the crazy part - was for 16:30. but reasons include &quot;full schedule&quot; &amp; &quot;travelling with his daughter&quot;... So. Not. Cool
happiness,I can't work twitter on my phone!  we're just in bed thinking of funny stuff from last night! (L) GOOD TIMES!
neutral,feel like am at one of those gyms where the machines work you rather than you them
sadness,Approaching the weekend quite quickly and so much more work left to do.
sadness,NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(
sadness,Disturbed. They sold the baby tiger I met in Thailand as an exotic pet. Greedy bastards
neutral,wishes wag na sana ma reject thesis proposal ko nadedepress na ko eh (goodluck) (annoyed)  http://plurk.com/p/wy27u
neutral,"@DamoDarko yep, i wish they were all playing dubiln"
sadness,"and I'm so naughty I cant even take my dog, I have to sit &amp; watch how proper dog owners do it, will Brunos life ever be the same?"
sadness,"Also, anyone else hayfevery today??? I've only been awake for 40mins and sufferin already"
sadness,I'm glad that all got cleared up.  I lah you!  Idk why Linda hates me though..
sadness,@alexandramusic morning Alex hope you will be tweeting lots today as we do miss you when you aren't on here  xx
neutral,lunch at 5.30pm!
neutral,assignments!
sadness,@TheeRealFDHC Sorry to hear that man  He is were the bullshit cant reach him now. My heart goes out to you and your family.
neutral,prepare yourself
happiness,@NMaize Lucky Rob... always gettin' the T8's from Emalon
neutral,@Silbersurfer TOLD YOU!
neutral,@pyroezra but you should move here! I have school.
sadness,im cold  i still cant find my hoodie
neutral,Eating pringles at nearly 1 AM really reminds me  of touring with the Jonas Brothers (don't ask).......I miss that so much....
neutral,"@Emsy Your pic didn't show up for me  Boo!!!! All the other pics on that site show up, but not yours"
sadness,"Um, why arent episodes 1-14 of Lost season 5 on abc?!  Good thing Im going to Vegas in the am to keep me distracted from this tragedy."
happiness,Going back to Manila this evening. All my trips to Cebu are so bitin.
sadness,@Kristie999 same. Was going to try warm milk but I'm lactose intolerant  haha.
neutral,@lady_jane   hope yours will go away quicker than mine (10 weeks now and counting)
sadness,Mom has left... again
sadness,chapter 27... probably on monday. i still need more comments.
neutral,Just finished watching terminator. Other than the music nothing is great
happiness,@drewpeacock85 cool dude! yeah i was hoping your rate was still $2.75. lol! yeah not sure when ill mar and par for my birthday dinner.
sadness,"... need retail therapy, bad. AHHH.....gimme money geebus"
sadness,cant sleep  so tired! goodnight... maybe :/
neutral,"So, I am working on the news as well while I am doing all of this &amp; Rob is all over the place!  No wonder that boy never gets left alone!"
sadness,"@dtothealex really... I'm an alumnus, and I don't know myself! and we didn't have Macs yet when I was there..."
neutral,"@tsarnick Yeah, that was my thumb last night. Sorry"
sadness,"Back to LA from Las Vagas, Nice Trip , Nice Food ....but lose $100 with Slot Machine..."
neutral,@grantarnow WHY DIDNT I SEE YOU?
happiness,"Morning twitties! Heading to college, just back from the docs, god I'm hungry  streching my ears again today! 10mm ;) payday I love you!"
neutral,backache
sadness,wowowee willie of fortune is just making me depressed  damn love.
sadness,Watching Jimmy F.  delete all his social network profiles  No more Jimmy cyber time.
neutral,@pyroezra idk if i could.  it would cost me soo much there.
sadness,"Desperately wishing I could sleep - But I am too frazzled about my Gma, and can't sleep.. :'( It's really bad tonight  xx"
neutral,@beakpie yes. Yes you will.
sadness,No allowed a calculator for this exam despite it containing laths that is impossible to compute in my head.
sadness,3 hours of sleep and a mild hangover = carelessness and the loss of a brand new ipod pouch
sadness,"Wee laddie's been SO upset for about 2 hours. Tried soothing him in bed, nursing, etc. Nope. Up at 3:30am for real food. Blue Clues now."
happiness,I have been playing skate for two hours. Now i need to get out and actually skate. But it's too late
neutral,"Ghhh! Went an hour earlier to bed thinking ill get an area hr of sleep, woke up an hr earlier. Today is gonna be a looooong one again."
happiness,"@mitch_400iso Me too, she was adorable and you could tell the pressure got to her."
neutral,@AdamAxon That bloody free kick after 1 min 07 seconds was sooooooo close to going in.......if only
neutral,contemplating when to hand in my lovely car
neutral,Live TV coming to the XBox 360.  But only if you live in the UK.  http://tinyurl.com/kq47ah
neutral,"you people are missing the point here, instead of @god loosing followers he's GAINING! over 50 new ppl in 6 hours"
neutral,@munzee the 14-24 is definitely going... sold the 70-200 and 200F2 is  too HEAVY  Think I'll get away with the 50/85? #Twedding
sadness,@madeofhoney1 im sorry. i dont wanna cuz of how u act. u just turn right around and ignore me and all that
neutral,@Samm_xo Today yeah
neutral,@justin_roe oh well.  I've never seen him do anything before so I'm not gonna say anything.
sadness,Ugh id better get up for work
neutral,@markboulton @robertmills Looks like I'm on tea duty all day.
sadness,had my lip pierced for about 30 minutes.  and then it died.
sadness,why not everything workout as you planned.
sadness,aww only 15minutes left of family guy
neutral,#3wordsaftersex my turn yet?
neutral,WANTS TO GO TO SLEEP WITH THE SOUND OF THE RAIN
neutral,@ac07 LOL. Academy-ish. Haha. I really really miss O.B.
sadness,I wanted to see the story on ACORN tonight on Glen Beck but I missed it
sadness,Tv arrived but can't play cos have to go to stupid work
neutral,down in my series with denver on 2k9 3-1
happiness,@DaRealSunisaKim There's ding tai Fung here in Sydney aswell...  making me want dumplings...
sadness,going to bed...with NO sexy time UGHHH!
sadness,Sometimes I have a pillow and sometimes I don't
sadness,"@kpatthethird FML dad didnt leave me any moneyz, so i have 2 wait till he gets home   call me when you finish work?"
neutral,@RaNTeLLDaT I KNO I SHOULDA CAME
sadness,I miss Feb 23rd 2008  best night of my whole entire fucking life. I'd rather re-live that night then win $1million.
sadness,"@harneet @RangitaNandy as a kid, i remember searching with the local video store owner in a godown , got a video tape with fungus badluck"
neutral,I wish I had company
neutral,has woken up feeling a little special...i dont thing drink the bar dry is on the cards. when i finally sober up its home time i think
neutral,"@BuddyThePuggy Poor Buddy, being teased by mini puggy  I think what you need is a #PUGHUG"
neutral,@breakfastnt wasn't much of a debate
neutral,Only four full days left in Aussie-land. I don't want to go home.
neutral,They're gone.
sadness,#freakyfriday Slipped in the shower and fell. Lucky to escape with just a couple of concussions!
sadness,Damn I failed in my assassination attempt on Louis  re: http://ff.im/3mrIM
sadness,@displayspook damn i missed it too
sadness,Y AM I STILL AWAKE!!!! SMH.... THIS SUCKS!!!
sadness,is having headache and colds...
sadness,This headache is killing me yet I need to cover some boring police event.
neutral,on way to work
neutral,is sick in the doctors waiting room
sadness,I'm sooo lost without my car  This is truly depressing. Pregnant people should NEVER be this stressed out!
sadness,@jessiimiica I am like the most saddest person on jtv right now because you are not on
sadness,"Heathrow Connect is ï¿½7.40,i thought it was a bargain (express is 15),but then it terminated at Hayes/Harlington and i had to take a bus"
neutral,@Jay5920 leave Fraser alone
sadness,"@brookedanielle_ it just upsets me , becasue like 6 years we have loved them .. and then this happens  imm really uset now x"
sadness,Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry
sadness,I was looking forward to seeing @PapaRoach in Raleigh (fan for 10 years NB too) but scalpers took the tix and sell them for $200  morons
sadness,@chasssss they got attacked by the club
neutral,trying to understand why WHY i joined twitter.....everyone else was doing it i felt left out
neutral,"@Mogeezie u ever jus fell like damn, i jus want to cake it n lay next to ur baby...watch movies chill freak on all night..."
sadness,@xxsteebiexx lol i know i wld like to get a reply from seann william scott but he dont reply  and hes one of my favourite actors
sadness,i'm so mad that im going to be missing the maine tomorrow because it takes all effing day to fly to florida
neutral,Just wants to stay in bed all day but has to go to work instead  sux
sadness,"Google Wave presentation: http://bit.ly/2ehfov  I'm not very impressed. It's nice, but it's not really for me"
sadness,Fixed my favourites. $180 and the heels fell off after 4 wears
neutral,"Dizzy  I wanna lie die, but those calories aren't gonna just balk because I ignore them."
neutral,is super tired
neutral,"just realized that Chris Lake was spinning in stockholm yesterday, and I missed it!"
neutral,I almost lost you again phone  silly indy
happiness,This is one of my all-time favorite episodes/quotes from The OfficeUS only   )  http://bit.ly/ARMJ
neutral,"@inrsoul I can't buy, only rent!"
sadness,Nice action shot: http://bit.ly/m8zfx   I miss working a pole.
sadness,I am not going to entertain any request for reducing shipping cost by using registered post instead of courier from now on....
sadness,Going to miss my roomie @Staycy... We will no longer be roomies starting tomorrow
neutral,"@ELJmcfly Were done so much for them, then brazilians ha! but no meh, i think they love the other countries more then the UK"
sadness,dreading work tomorrow wish I had one more day off
neutral,work sucked .. another 8 hour shift with only 30 dollars to show for..    i need a new job...
neutral,@SophiaF3F3 word i'm always up
sadness,@mizzlalabaybii @KEWSBOOGIE im just so lonely right now. maybe SADE GOT ME FEELING LIKE THIS
sadness,very tired and anxious
happiness,I chilled in my room with my baby book missed my bro leavin  he really is cool had a stripper shirt on said I suppoort single moms! Funny
sadness,its my burfday and i'm all alone
sadness,"@JoelMadden I applaud you for accepting gay marriage, I have rels that are born again that hate me for it."
neutral,hates karma down. bakit kse nilagnat aq khpon?  http://plurk.com/p/wy4ju
sadness,Headache
sadness,@Alma773  want somebody to hold me Alma! tear tear
neutral,IS BORED. Can't even tease people now
neutral,@geekinpink804  i can't.
sadness,Its beginning to get way too hard to please all of my friends at once
sadness,@MrDeNiro i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen...  ugh
sadness,not in the mood
sadness,I'll miss the 39th floor view...
sadness,now i'm awake i can't get back to sleep
sadness,Now i feel really really bad...sorry
happiness,Sleep....take two....this better work!
neutral,Two day hangover
neutral,I'm not here this weekend...  See you monday twitters
sadness,@elmers10 miss u more
sadness,"@HellenBach the geek, the stepson and the live in nanny love BGT, me - can't stand it!  Had to watch TV upstairs all alone!"
sadness,Enjoying the nice couple dad with my brother to bad we never really see each other anymore...
sadness,"Just got finished watching marley and me, and I cried like a fucking baby...I'm missing my beast like crazy!"
sadness,My phone passed away yesterday.. He jumped off the table  Searching for a new phone...
sadness,oh my god. my twitter feed has been taken over by geeky stuff! @bmw @brampitolo @kodinlanewave @kenkeiter so funny! I wish i understood
neutral,Tummy bugs are lame! Got about an hours sleep if that.
sadness,nobody loves me on twitter
sadness,"@iAmNauj can't.  wish I was sleeping. Gotta be at work in less than 4 hours... Wait, what're u doing up???!"
neutral,"@Badger5000 probably, but the yoot don't care no more grandad"
sadness,@Rina_spn your boyfriend didn't even say bye!
neutral,@bbyowls i know   but its better than nothing
sadness,Have you ever realized you never fully have everything you want?  feelin' down.
neutral,@Pyroezra i know hella  i wish i could be how my mom was and just move across the usa!
sadness,"Gutted, been invited to a bbq tomorrow night, gonna miss the BGT final   ...Wonder if they can wheel the TV outside??"
neutral,@From__Hell beeeeaaaaatooooo!!!!!
neutral,nt online today &amp; mayb whole of next week  if u havent voted pls do: http://bit.ly/hHigd
sadness,@jerseyzmorenita: Sad But True  :: I SHouldnt Right?
sadness,supposed to be great weather today &amp; 2moro; just my luck Im stuck in work 1-10 both days!
sadness,"i lost all my friends, i'm alone and sleepy..i wanna go home"
sadness,@brainstuck i didnt get the joke
neutral,Can't concentrate  need a booster to woork
sadness,"Also, I'm really missing Sami... just thought I would throw that one out there..."
neutral,@Lickasha sorry 19/female/atl very lonely
neutral,tried to 'bing' today.. not operational in australia yet
happiness,@ACALLPRO -- yeahhh u wasnt thereeeeeeeeeee
neutral,RAIN!!!!!!!!!!!! AAAAAAAAAAHHHHHHHH! i'm gonna melt. damn it's cold. freakin cold.  brrrrrr
sadness,i REALLY miss my photofiltre and photoscape  GIMP is too damn confusing
neutral,it says not in stock
neutral,Beer in the fridge
neutral,@Jalanii awwww wat i was gonna buy myself something pretty  nvm
sadness,at last i wr0te again....got bored the previous dayss....
neutral,Ah this is getting to me
sadness,@binncheol  I'm afraid so. All tour I have had people refusing to believe that I am anything else... Irish all the way.
sadness,It's 4 am and I'm hungry
sadness,Why do weddings on TV make me cry? Is it just my inner desire to be eternally happy and start the rest of my life??
sadness,can't go to bed  An am sooooo tired!!!
sadness,man.. it's starting to rain real hard..
sadness,Just wrote lyrics to my new song exciting!I slept on a full stomach again it's the worst feeling waking up and still feeling full  euggh
happiness,@DeadMemoriesX Poor you   If I was with you right now; I would probably give you a hug ;D
neutral,@eucalyptusapp I saw the note in FAQ about other languages.  any thing that would change your mind? need any help or anything else?
sadness,got paid nowhere near as much as she thought she would
happiness,"Wow what a sunny day,  just recovering some erased files"
neutral,@Roy_Thomas ahhhh probably will...not good  u been Dubai before??
anger,"@rmilana Hey, Wahts happening in #coffeclub..? I didnt have coffee for two days now  @dharshana"
sadness,I have not been this sick in years. OMG. This sucks so bad. Sickness ended up including a full restroom cleanup.
neutral,@zacktate  where u goin
neutral,@psychorn We are at alexander. Just had a 3 course dinner and i am wearing someone elses red wine
sadness,@pilgrimfamilyuk oh no I hate that
sadness,"How I wish I get at least 2 days-off in a row. 1 day off is not enough to rest.  3 days on, 1 day off, 4 days on, 1 day off...Ugh!!!"
sadness,@hojomo im having trouble finding really yummy egg free ice-cream   #favoriteicecream - got any recommendations anyone?
anger,"Did a historical Jesus ever exist? Im finding it hard to prove, its all hearsay accounts ... it bugs me ..."
neutral,I just spent 2 hours looking for a blog topic and ended up inventing my own.  grrrr    http://bit.ly/QRz6y
sadness,I guess you're not talking about Orlando Magic @whoiskenan! There was nothing magical about it
sadness,I never thought falling in love can cause so much pain...  good thing that I'm so over that phase!
neutral,@charlieboy808 : thats if u go on a weekend.
happiness,is wondering where all her friends went...
sadness,"@MarkK_H when you wake up, tweet me and let me know when ur on msn. I really need to talk to you  miss you"
sadness,@libbyoliver caught tweets on it and got home in time for the last 5 mins of the ITV2 show!! #bgt Out tonight too so will miss it again
sadness,The Good: I drank Jager and licked a hot asian girl's foot. The Bad: I was reminded once again that I will never get asian girls ever.
sadness,"3 hours sleep last night, all of my being wants to crawl into a ball somewhere and sleep for about 5 more hours. At work till six too"
neutral,had a horrible sleep + in a rather bad mood
neutral,"http://is.gd/IQ03 Microsoft has released Zune also in Europe, no HD for us"
neutral,"heading to bed, somewhat reluctantly, as there is Look Around You on at 1:30. Why must the DVDs be Region 2 only?"
neutral,"@shaundiviney i just got mine, but it wouldnt let me call you"
happiness,@mangointhesky idk. The original is so great.
happiness,Finishing Homework.  BOOO
sadness,"Is so freaking bored on the bus. Hate being poor, ï¿½4.80 return for a 10 min train or ï¿½2 return for an HOUR long bus.ipod has no battery 2"
sadness,@BK_II I have no choice  have to get on it!
happiness,Football session after this.fun
anger,lost all my files since high school.
neutral,All of a sudden I'm craving broccoli and cheese soup really bad...  oh the hunger
happiness,job centre bound. oh yay.
happiness,"@hilsatlvsonline Thanks for the tip! Unfortunately a major crash in my https site, just as ExtPlorer"
neutral,picat 21
happiness,@moneymakn1 Thats actually not that fun as you would think... I was hurting for a week after a similar experience.
neutral,Listening to Someday We'll Know... It's raining!!!!
sadness,"@FelipeAzucares Everyone seems to love it, but it felt kinda lazy and repetative to me.  I was really disappointed."
neutral,Is de examens al beu
sadness,Its a lovely day sky is clear birds are singing and i'm stuck in an office with on windows for 9 hours
neutral,who wants to be FRIENDS ??? i need a friend right now
neutral,@Phoebo yeah....but I finish go home get changed etc etc then im off again
