sentiment,content
sadness,"@MAMAHINAi was on the list, i paid 5 to get in, but if your under 21,you cant go in and out, but it was gettin so hot, so we went outside"
sadness,"Wow, my bed is SO comfy &amp; my nap has been much too short. Getting up for work = do not want."
happiness,@joelogic Wish I could be there too!  Enjoy your weekend! xxx
happiness,"Playing with the munchkin today, talking cakes and getting ready for a yard sale tomorrow. Not looking forward to that"
sadness,I have not recieved any mail in over a month  life is boring
neutral,@deathwishinc of course its not coming to boise
sadness,Where's my Happiness?
sadness,"Was a little slow to try this one, but Ben &amp; Jerry's Mission to Marzipan is a bit of a letdown."
neutral,@divarina21 did she tell you why she hasnt? i miss my boge.
neutral,"@DevonStebnicki wow, that sounds way more stressful than my job  thought about continuing edu and making a move?"
neutral,@DoTPeRioD that sucks
sadness,Not feeling well. Food poisoning.......
neutral,little miss ugly
neutral,@jzwack took my forum access away   fail.
sadness,Powerdvd doesn't want to play my Pushing Daisies dvd. I only want screenies to make icons with! Copy protection gone bonkers?
neutral,@JoeysMissMac Blah! Got a shot at the hospital   Taking gravol and moving very slow.
sadness,at home sick
neutral,@stefathena maybe i'll go one day and thanks i'm all swined out
neutral,planning how to move back home...the regression process is in motion
neutral,@so_precious06 sooo mad
sadness,I miss you
sadness,Now @mumbly_joe is trying to guilt me into coming to Alumni Weekend. I don't think I can make that either this year. I suck a lot.
neutral,So full from a great lunch and now stuck in traffic
sadness,SICK again
sadness,I'm so sleep deprived but it's to hot to sleep.
sadness,"http://bit.ly/253ce  :: I got bit in the face by a doberman when I was four years old, I just wanted a kiss   My neighbor had about 13 ..."
neutral,@apollo18 Dang! Dogs are only for central and northern CA
sadness,on my way to my dad's with my sistas..  r.i.p. Deb..
neutral,@OMS_AOP It has moved away from my house and must have found its way to yours
happiness,@raenewman you called me? didn't get that.  nest time for sure. maybe i'll come to LA soon. i hella wana go to Disneyland.
sadness,@Exprincess http://twitpic.com/67318 - *sniff* i feel so left out!   *grin*
sadness,At home sick.. On a friday...studying is all im doing at this point.. My weekend is so ruined
neutral,@mileycyrus voting is over. since like four days ago i think  i told all my friends 2 vote for you a million times. you will win! love you
happiness,"@jules23 I know...I would too. Yes i cant wait for BB, i love it! I heard theyre not showing the 24 hr live streaming this year though"
neutral,@nmarshall23
sadness,Had to eat my sandwhich since guys were in a meeting. No sushi to brag about.
neutral,@SKYISLANDS that's just it... I don't have anything other than work
happiness,@hobgoods- yeah i went to satellite beach today and it was flattt  it was good for skimming though.
sadness,Facebook Farm town become slower and slower
neutral,"@bhamboxset I saw them at a show a few weeks ago.  Hate to say I was not all that impressed    fun. and AS were good, though."
neutral,My new camera... http://tinyurl.com/l8pde3 ... RIP my hot pink Polaroid i733
sadness,Not good news  Time for an incredibly hard decision.
neutral,@meg_la_mania i have no mask to  whoooops
happiness,The last day of the last time I visit my parents as an unmarried woman  (85/21589) ( http://bit.ly/Mo0QN  )
neutral,"Started the week with a wedding, now ending the week with a funeral"
neutral,@Bizfizz Does it start tomorrow?  I was going to book Sam on that and forgot
sadness,Today more sore than surgery day. Glad I took extra sick day.  Full recovery expected after 6 weeks.  Calling lawn service firms today
sadness,"I did the dishes and I'm now on a train to Newcastle. Have to leave #nontweetinggirlfriend behind for 2 weeks, which is always a bit sad"
neutral,@sianhughes_ i kinda hope she died in the fire cause i didnt like her but there was no sign of a body
neutral,sneezing frequently
neutral,ninja sushi for lunch but dominicks was out of sour gummy worms
neutral,bored  and sleepy and listening to music :p doing project :S
neutral,@arsc mega burguer was my lunch yesterday
sadness,"ohhhh, how sad...I didnï¿½t get it!"
neutral,Dj Hero coming soon who's getting it? Seems like ima have to retire my Guitar Hero
sadness,wants to go out tonight but cant get home
sadness,@Dayna_aka_Rowan he could be talking to me  (he's probably not though ;) )
neutral,At minibar... listening to politics  maybe some tech starups soon?
neutral,URL in previous post (to timer job) should be http://bit.ly/a4Fdb. I'd removed space which messed up URL.  ^ES
sadness,@grahamcoltonfan hahah me too!! Except for when Haley gets hit by a car  but yay Leyton!
neutral,@3Alexx It is AMAZING!!!  Its gonna get scratched sooo much though  Lol. I have 4 movies and 30 TV Shows on it already!!
neutral,So tired &amp; ready for bed!! Really in the mood for salt &amp; pepper chicken wings &amp; noodles but have no money on me for a Chinese!
happiness,@adonkim Sounds like a nice relaxing afternoon. I have to mow the lawn and walk the dog
neutral,working on homework!!!
neutral,"Going back to my house to pick up some dvds for bapang and pick dito's up but forgot to pick up other dvds for dito, so I have to go back"
sadness,It's Going To Be A Busy Day  And That Sucks Cause I Wanted To Spend Time With Someone Earlier Today
neutral,"@shakamaiden DAMN dude... dia 06, 20 e 27 eu tenho curso na DRC  flash expert..."
neutral,@cowmage  read something happy?
neutral,alicias tonight? idkkkk. ughhh
sadness,http://twitpic.com/674p1 - @JTHawthorne this is my Ohio is for lovers tattoo got the design off the shirt.. haha but I lost the shirt
neutral,In Drivers Ed  then dance.
sadness,is sadly sitting at home when she could be going to a partyyyyy
neutral,@KourtneyKardash lucky bitch! haha we have COLDDD rain up here in MA  i would give anything for hot rain right now!
anger,#twitterfails fucking hard right now...this is annoying
sadness,@grrachel  that made me sad..
neutral,"Waaah, asshat at CVS yesterday shortchanged me  I paid 10$ for chips."
neutral,last time washing my hair
sadness,I need hugs from Joe Jonas
neutral,@FTSKirstin its taking forever to upload
sadness,@Elleipein aww honey I'm sorry
sadness,@ClintonSparks I told u I tried but 88 said it was 2 late  cause the girl I was with took 4ever 2 get ready. they wanted to meet up by 11.
sadness,hates the sound of silence..doesnt like being shut out..
sadness,Got up early did a shit ton now im headed to cherokee park to run  and walk !
sadness,My arms are making me want to cry... and also because those shots made me sick
neutral,I have MAJOR CRAMPLES!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sadness,@ jimithy1: can't come  msbj&lt;3
sadness,"@thatchmaster i miss that place, but miss wegmans even more. whole foods != wegmans"
neutral,"@Jamjar84 i got 2 much 2 do 2nite 2b bored. In bath still hav wash, dry, straight hair, get clothes ready etc"
neutral,boo gf can't go now  I passed my guard training lol
neutral,Had lunch at a Japanese sushi restaurant &amp; I ordered in Japanese as I usually do in sushi places. Cambodian waitress didn't have a clue
neutral,@tapulous You always catch me away from my computer.  ?
neutral,Ug. Full of cold and in a dark pub. Want to go outside
neutral,@BossTutie I said hi to u
sadness,not really in the twitter mood today... i don't know what to do
sadness,"@Knownhuman damn - that's sad, then... I haven't heard the new one yet. Sounds like I've been spared a tragedy."
neutral,@bobbyshirley Anything is accepted except Christianity. Google the discussion thread &quot;sexuality and religion&quot; and SLED for Second Life.
sadness,"i wanna see 'up' tonight, but no one will go with me. whhhyyy"
happiness,Just received my Leeds 10K bib and timing chip - but my hip injury means I won't be breaking any 10K PB this time around
sadness,Evaluating my people...Dont like this part of the job
sadness,does anyone know where I can watch the prison break tv movie? It's not on itunes
neutral,@arischenck Headed back to Baltimore tonight
sadness,@BonesCrazy24 I've had the week off too...but I have Biology  exams to revise for so my Bones time is limited
sadness,Edge left me off the contributors list in this month's issue.  x FFS. &lt;- Werd
sadness,In denial about the moving van parked a few blocks away.
sadness,Last day in maui
neutral,I need to burp ....  Im so nauseas....
neutral,"@tandmark well at least they have good taste in art,cabinet appts.not so much"
neutral,@willisface you know you want to come keep me company whilst mum's at her friends for the night  it's such a nice evening!
sadness,@tapulous where's the UK love?!
sadness,@1jaredPADALECKI 5 seasons that's it? Sorry just noticed in ur previous update. My sis isn't gonna be happy
neutral,@vcha you should say mlia instead of fml  i hope you find it soon
sadness,oh how I miss my truck... I could have my whole place moved by now...
sadness,is in mourning that he is having to miss the homesssssskooooler fair today!!!
neutral,@EmmDeeCee no he wasn't there today
sadness,Laundry time and LOTS of it!
happiness,"having a great time on vacation, sure as heck don't want to go to work on tues."
sadness,@princeofcode Sorry we couldn't get the project working with the windoze laptop  but a ton of folks came up afterwards and saw it running
sadness,Still white despite being out for ages in the sun
neutral,@lilyroseallen no one ever wear a tshirt with me on it  you're very lucky
sadness,I feel like I'm going to toss my cookies
sadness,Off to Nanaimo 2day... missing my son already and i havent even left yet
neutral,"Ha, @joestump i'm giving spymaster a chance - just curious! will miss u"
sadness,Bad day at the office. In a horrendous mood  Was it national 'Act like an idiotic buffoon' day today and no-one bothered to tell me?!!
sadness,SHIT I lost my Star Trek ring!    Starfleet Academy class ring w/ Golden Gate Bridge on it.  Got it as high school graduation present.
sadness,@tessonfire I feel almost empty inside today.  Not a good feeling.
neutral,Hmmm...strained my back  Hope it's better tomorrow morning..
neutral,work 4 - close
sadness,@Valholla that's sad  what kind of mess are you getting into this weekend?
happiness,"Hanging with my BFF @JasmineWHO today! Ya Ya! @amandababby Our old friend is in my prayers, I hope this experience helps her"
sadness,@GeneralTekno I won't be getting any ROTF toys 'till MUCH later.  Tell me if anybody isn't/is worth getting.
sadness,Friday night is never as fun as it should be when you have work on Saturday morning
sadness,@dfizzy you're so lucky. we have 6 weeks until summer
neutral,Busy friday. I got lots to do and a game tonight. 8:15 at McNair! Last AP Lit and Gym today
neutral,No Yonkers news posts until June 2 because the newspaper furloughed me
neutral,"@dietsch Union Square? Somerville? You're better off with the 87. That probably helps you zero at this point, though."
neutral,My teratoma has a cavity and is experiencing male-pattern baldness
sadness,Im sad...there's a for sale sign in front of my house!!
sadness,A little 3 mile run done!  22.5 minutes...  I'm exhausted!  Not impressed with the HRM...
neutral,Spilled chocolate milk in my car
neutral,@PBsAlienGirl  Happy Belated birthday hun!! My net broke  This is the first chance i've had to get online! Luff Yooooooo xxxxxxxx
happiness,"@chrisbrownweb Hope Ye Got Dem; Ur Site Is Amazing, I Got On Everyday; I Tryed My Own, &amp; It Failed  Lol,"
sadness,i feel so bad when the kid is sick
sadness,melissa_leah: my car wont start.......
sadness,@cacaubrazil that's not great  guy related??
neutral,I dont know what to have for lunch today and its so darn cold today
sadness,@Impala_Guy Hello - iï¿½m back  Hope that happens not occasionally as on wednesday
neutral,"@brianjking If the drive is automatically ejecting supported discs (ie CD-R), and you can't boot from a disc, it's time for AppleCare"
sadness,@danisometimes  sadness. you could hang out with me and feel less apathetic.
happiness,I'm at the cubs game and it is so cold. I think its going to rain.
neutral,"I assume nobody uses PortableApps anymore except for myself. In that case, forget what I said earlier"
neutral,Red Rock for lunch with Colin. @JKearl and @euphor couldn't come.  IPA Junior freshly made! Yum yum yum.
sadness,Mean people suck.
happiness,@ebassman I just got two tickets one for speeding and one for tinted windows
sadness,"we need to have a haters ball today like on dave chappelle,,,,, man I miss those days on comedy central the new episodes"
neutral,@BonesNeko_UK That sucks! I had my exams be4 half term so It's all good. Although they were major subjects now I have languages and stuff
neutral,"two rooms packed and cleaned, three to go"
sadness,@japanimated I miss you too
sadness,@Spacerbunny oh that sucks!!!  Thank God for your laptop!!
happiness,"You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!"
sadness,@MikeyUnderwood so no rice or crusty bread with the chili .... aawww
happiness,@euginis did you have fun last night? we didn't see you.
sadness,@Totally_Toni   i'm having one of those days today also
sadness,slept with my eye open again- hurts like hell... wish I could find the eye lube stuff to make it feel better....
sadness,I'm suppose to get up to go find sumthin to wear tomorrow but I can't get up
neutral,my tree tipped over in the lawn
sadness,u ever have a friend that u just wonder why are we friends? i know what you get from me but i'm questioning what i'm getting from u.
neutral,@AbelPetSupply LOL! No trialing...for the most part Florida trials come to a screeching halt over the summer.  Have fun this weekend!
sadness,"@qdakid Q, i dont get love anymore  ?"
neutral,@nikkie20six well I learnt to use a machine yesterday! not too confident yet though so... hand sewin for me!!  xxx
neutral,still waiting
sadness,@Cherryadestains It was blatently your fault for just shoving it in the bag when I said no  I felt that you had very much tricked me. xx
neutral,"in computer class, photo booth doesn't  work"
sadness,"@MelissaPan awe yeah, it's more fun revising with others but you get distracted easier &gt;.&lt; yeah I'm tired, revising history"
sadness,"Ugh, I don't know if U even care about Nicole Richie, but I do and C that I missed her on TV last nite despite the twitter  @JennOrtigoza"
sadness,George is sad because he can't go for a car ride with his dad  http://apps.facebook.com/dogbook/profile/view/6877274
sadness,sick  and HAPPY 13th Amanda
neutral,When am i getting a yearbook?  today was strange
neutral,@SuprnaturlShana he not getting off early?
sadness,"@tatrtalk I wanted to, but I sadly work today.  Normally, I don't work Fridays, either."
sadness,Willie is pouting because Grandma didn't put any treats on my food  http://apps.facebook.com/dogbook/profile/view/6877293
neutral,@twinnadryl   .ï¿½ï¿½?????ï¿½ï¿½.  i bet. man i wish i coulda went some whr. i didn't even go out here. i was home all weekend.  nyt life sux here
neutral,"Just sneezed three times in quick succession. But three is not four, so no record."
neutral,continuo tentando trocar o background do twitter...over capacity!
neutral,I want some cheese fries from fontanas.
neutral,Done at the spa   now meeting vic for some late lunch!
sadness,So tired n sick-what the fuck is wrong w me
sadness,is really sad about her nephew  but keeping busy sorting out items for BWM! http://bit.ly/N9tsM
sadness,@MajorSpoilers majorspoilers.com has problems - cannot get the site working
sadness,@pollybowles don't say that - I really miss my red Porsche (sold it 2 yrs ago)
sadness,"just played like, 5 games of dota hahaha. I wanna go home"
sadness,On my way to get the crate and Bella Dolce!!!! Sad cuz @livingdeaderin is going tto Richmond
sadness,@PrinceTerrence TERRY TERRY TERRY!! i miss you
sadness,@lancearmstrong any chance of seeing you at a race in germany? unfortunately hardly any tv &amp; news coverage of cycling here anymore!
happiness,Just had some babi pangang. Now off to friends. Tomorrow it's working time again
neutral,@brendaelizabeth yeah... I suppose
neutral,is all alone for the evening!
sadness,@mtupyro - don't feel bad. I got a foad for a promotion here too.
neutral,How does this Follow Friday thing work?  I don't have any real followers
neutral,@Ellebella618 OMG.  I'm so sorry! Anything I can do to help?
sadness,Is at the botanical gardens and its beautiful but she forgot an extra memory card so no pictures today
happiness,@marykayte lucky! I still want those blue ones
neutral,has no people skills.
sadness,moving offices  I'm going to miss you Hollywood.
neutral,"@michaelwryan Can't, did I forget to say that?  hahaha   I wouldn't be able to get home."
neutral,@HereLiesVanessa understandable. yah i leave on monday! I'll be gone when you're in chi
neutral,@MSTALENT I know right...
sadness,2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing
sadness,Please help me get this song out of my head
sadness,Im in science!! very boring
neutral,What up ab circle! Anddd It's still in the box  f work
sadness,Back at home. At the moment Iï¿½m speaking to my aunt on the telephone and Darius is neighting in the backround... Miss my little horse
sadness,@deevazquez Lol. She's offering me a case of guiness!  can you one up her? If you buy me two I'll stay. Let's start the bidding wars
sadness,"watched prison break special, such a sad ending"
neutral,@Mileycyrus I tried 2 vote 4 u the other day but I couldn't figure out how 2 do it  help? Lol
sadness,"Aww @danbharris is getting married, congrats to him and his new wife! Now I miss the WN Weekend people"
sadness,Spent the last hour signing yearbooks. I'll miss you guys!
neutral,I put a real pic of myself up. I'm going to miss the avatar.
happiness,Goin to the mall and gonna see the movie ghost of gfs past i hope its good and top it all im goin alone  but ilook cute and feel good ^^
neutral,@cfuess is making me hungry.  i had a bowl of cereal
sadness,"@danielbachhuber if so, the TMobile G1 is the Hummer H1. I wish I had the battery life of an iPhone!"
neutral,Ready to go home  2 more hrs of wrk
sadness,Oh no... The sun's gone!
sadness,@NateBodnar are you going with jordan? he told me to come but im stuck at work
sadness,@nippysweety Thanks very much for the #ff @nippysweety ! My only one today
neutral,"@markhoppus Think about adding Apple Shampoo.  100% My fav blink tune, and in the 3 times I've seen you guys, never heard it live."
sadness,@revfry his fam would disown us if we weren't there!   Both of us really wanted to come to the bbq  but got our weekends mixed up -
neutral,@GenuineAmy I wanna watch that movie again. Maybe that dvd will work in my laptop since Dawson's Creek doesn't
neutral,@wren  I know.  Sorry.
sadness,@Pristina I hide my berry like a slave REGULARLY only today I was caught by massa   &amp; im def not light enough to be a juice pouring slave
neutral,"Patay na pala si Pat Morita, the sensei on Karate Kid. &quot;Wax on, wax off.&quot;  http://plurk.com/p/x2gey"
neutral,@klee123 It wasn't loading.
neutral,"@cloudconnected  won't be out until august, but MAYBE someone really fast will xlate it &lt;3"
sadness,"i'm out of books to read, movies to watch n stuff to buy...i'm bored!"
sadness,Sad to say bye bye to these beautiful mountains.  http://twitpic.com/675ks
sadness,I missed @tapulous giving away a TTC code
sadness,#twpp and no one told me?
sadness,Why don't you make me feel like you used to
sadness,@AttyBowen me and Arlando are totally done. I havn'e talked to him in a LONG time!Now I just have to find a 'worth while' man...
neutral,"@mileycyrus Miley, I tried voting for you, and it wont let me vote for some reason  Ill try back a little later! &lt;3"
sadness,I Wish i was still in Cornwall - i miss my auntie's dogs
sadness,@hitekfame my bad... I am always running...
neutral,@laccboner man I can cut my hair now. I mean not with cory.  procuts here I come.
sadness,"Ok, WTF?! Why do you have something on your menu *in the window* if you don't sell it?! I wanted my bubble tea"
sadness,@majayy what about me  I miss you too!
neutral,eating lunch cant wait till 6 off work but gotta work tomorrow
neutral,@cascandar We are working
happiness,@laydmaxix aww  i will keep sending it ;)
happiness,I read some pretty awesome web comics today. And there's nothing really good on woot today  http://myloc.me/20gf
sadness,@lisibo ooohhhhh - sorry  So sad - never noticed the dollar signs! #oxteach
sadness,Ugly betty was sooooooo sad!!!
neutral,Boognish wishes Clemmie would be nice to me  http://apps.facebook.com/catbook/profile/view/6831309
neutral,oooh gosh Google Wave is looking pretty sexy. Lunch time's over though  Back to Powerpoint (significantly less sexy)
happiness,just got a subponea
neutral,showed my fluids decreasing slightly. So doesn't look like she's letting me out of this bed anytime soon  I have a follow up U/S next week
sadness,Only have 80  followers... So sad.
sadness,Senior video in mustang update. I'm gonna cry
sadness,I have to wait until I get home to watch the New Moon trailer clip. Stupid work Internet access restrictions
sadness,Its so cold! I wish @shelby_says or @tattoos1985 were here to cuddle with me
neutral,"hmm, anyone else have their iPhone's earphones' grey rubber disintegrating?"
sadness,Back at home and phone my grandma... I love her and miss her
neutral,@sugarsharrk Hey I was scared last night at 3:17 because of you... and I had several bad nightmares
sadness,"@Ilovefal b/c &quot;we&quot; ONLY have Baby Phat, Phat Farm, Applebottoms &amp; FUBU!! And they come up pretty WEAK!! Double"
happiness,FANTASTIC week in London but ATROCIOUS 8 hour journey home
happiness,@smfibus I have a feeling that we'll be able to get anything we want as long as it's &quot;green.&quot;
neutral,@Puddynface2 I just heard from Brendan (DJ) that there isn't a party on the boat this weekend
sadness,There is no good place to grab a quick healthy lunch in downtown Golden. Looks like it may be Safeway
neutral,@TuesdayKnight oh no....u don't have to hit him up. He had a family emergency so there was a lil delay. Just can't wait to see them
happiness,@gowalla Added 3 more spots in Memphis today and visited 2.  Needed a Hot Dog icon for a new restaurant so had to settle for a Hamburger
sadness,Wow. Way to be discouraged  idk anymore... fml.
neutral,He's off!
neutral,@Jonasbrothers  Hi jonas brothers  you came to argentina la otra vez
sadness,"@PvtMarcus I always choose to be a good guy, even if I know its only a game, i feel a bit bad doing evil things"
sadness,dam i missed hollyoaks 2nite!
sadness,Bitter sweet moment... Want to leave but have nothing to go home to...
neutral,p.s. @AinsleyKerr thought you were gonna follow me back on twit-har ?
sadness,"I definitely missed listening to The Spill Canvas, I miss seeing them live as well  &quot;Now I'm in stitches ooooover you and oooover you, oh&quot;"
sadness,feel crappy today
neutral,@NewJourney09 Hey! How u feeling? I know Charla hit me to see there were any places she can go..too young  Did she have fun?
sadness,"sad day, redskins release Jansen   Best wishes to him. http://twurl.nl/ueivwi"
sadness,prom tonight.. too bad im not going to be there
neutral,"Is on her way to nottingham! ICOF tonight, then no more gigs umtil download. Fail"
sadness,"Bad day!  Work's TOO stressful...been involved in a minor accident, but everything's ok so far. Have to cut down immediately!"
sadness,"Ok grey/cold day in LA, listening to PJ Harvey, Jenny Lewis, Cat Power..I see a pattern here."
sadness,not sure where the real state market is moving  confused either hold or go ahead with the plans?
sadness,"http://twitpic.com/675tw - Square B - she is sad because she wasn't there and now she's, well, square  (crocheted bee with poly fibe ..."
neutral,"http://twitpic.com/675t7 - Square B - she is sad because she wasn't there and now she's, well, square  (crocheted bee with poly fibe ..."
neutral,@cloudconnected Actually I think the NA release date was confirmed for September so it's a bit more of a wait.
neutral,"http://twitpic.com/675u6 - Square B - she is sad because she wasn't there and now she's, well, square  (crocheted bee with poly fibe ..."
sadness,ps it's rainging
neutral,Sitting at the doctor's office.
neutral,Have to run! I'll be on later and hopefully can catch everyone I missed today. Working on web is a bear and so I miss a lot.
sadness,@innonate @juliaxgulia Can't figure out how to reply on Tumblr sorry! I don't get into NYC until 6/4 so I can't go to any events b4 then
neutral,@Duncks   so not close enough that I could run out and get one
neutral,Listening to Busted - 3AM. I miss them
neutral,19 years for Phil Spector  http://bit.ly/199ZWD
neutral,I'm saying my goodbye to my car for the next 2 weeks  I'm gonna miss it!!  Its going to come back beautiful though!!
sadness,Not a happy camper  not having a good day at all...
neutral,Can I bring yself to go for the 1000 Heroism badges achievement?
neutral,Just passed the exit to Baltimore.
neutral,@shinobistalin lord tariq hasnt been relevent since 98
happiness,Going to @LittleSkillet for lunch today with @earth2andy. Who's in? I still need to hit the ATM.
neutral,@msfeistus I AM A CHILD OF THE DIGITAL AGE I USE TWITTER TO ASK SUCH QUESTIONS do not bring logic into this
sadness,@Fearnecotton I'm gonna miss the show  at whitby for the weekend! btw i love your show! Radio 1 is always on! ly x
sadness,running errands with geeta... feeling like i have the plague
sadness,Want to hang out with beth and tenaya and their hubbys tonight....but jon wants to hang out with some other people
sadness,Ha I got another #followfriday. take that @mage! oh... your listed too... thanks a lot @Lowjacker ya jerk.
sadness,i didnt get a hug today
neutral,Wanna go out
sadness,Tonight is my last night in my apartment...
sadness,My cat died of kidney failure during my math test  This day needs to get better.
sadness,@TheHebrican can we trade weather? it's all gloomy today in la.
sadness,I feel actual heartbreak.. @Levanah_Gates last night  x
neutral,just broke a vase that i didn't even get a chance to use
sadness,@amandadiva I've had to do laundry for the last two days
sadness,*sigh* Last day at work. I has an sadifying in my heartparts.
sadness,I missed the math trade
neutral,@JammyRabbins i wish you were playing at MY prom
neutral,@brandystrippers Oh No! Oprah jumped in front again
neutral,@Mollotova i was going to cal you  i'm not going to be able to cuz i close tonight and open tomorrow i'm real sorry But i'll have present
sadness,wishing i could go out of town this weekend
sadness,@NG01 you got it. poor thing not gonna have a choice for much longer though
neutral,@OGBERRY cold &amp; raining in inglewood
sadness,"@Zaidah1 i can't listen to music at work  I probably could try, but then i'll have to start hunting for a new job on monday"
neutral,on my way to work! I am gonna miss general hospital
sadness,"@ChrisSligh I am saddened to see you felt the need to comment about Clay. I know you don't care, but you lost one follower today."
neutral,I'm so hunrgy right now and these heels kill me I can hardly walk in them
neutral,"just paid $221/mo for a dedicated server @GoDaddy. Would rather get a slice @slicehost, but I using MS SQL"
neutral,@ahockley: get into terminal and kill -9 it.  which is really what force quit should do
sadness,i have the adam lambert version of FEELIN GOOD in my head... i miss idol already.
neutral,@Danyelle_Elaine lol y i see ya twitts all tha time n i didnt get this one till right now lol and u never get mines  damn twitta
neutral,Workin.
neutral,Shower head broke while i was in the shower and shot straight @ my head.may get a welt later on from it
neutral,@ambbboo Playing with lighters fire matches and grass
sadness,promised myself not to eat crisps but im starving and theres nothing else quick to eat
neutral,@temple3000 starbuck
neutral,is working 4 to close
sadness,"ok, I want to quit my job....."
neutral,@laccboner mom said no.
neutral,Trying to find someone to go to the mall with.
neutral,Running in the rain
sadness,@Suai awww me sorry.. its been so long.. u left me
neutral,@Tamsin1234 and I didn't get your myspak comment  big sad
neutral,charbotgreen has been suspended  &quot;unusual activity??&quot;
neutral,Boreedd
sadness,My paycheck was nothing but a piece of paper.
sadness,"@tahninial nothing, they make it up, last time i checked a jar of curry sauce there was no pepper inside, i was disappointed"
sadness,Not eating funnel cake at Mag Fest is what I am doing
happiness,"@Aeire ahahaha, that happens to me all the time.  poor Angela!"
sadness,Wish I was going back to the lake for the weekend...had a blast...miss my lil bro
happiness,Wants to go catch happy hour @sonic to get me a strawberry lemonade slush (@ameshaye put me on them)...but i dont have my car...super
neutral,Sneezing hurts my back.
sadness,@laydieluck777 damn  real sorry to hear that ma
sadness,@meganduffy aww I miss u too! Haven't ate
sadness,@aliasgirl18 Exactly!  He wouldn't say it if they'd hinted it to him. I will seriously die with him if it's true.
neutral,"@lisafocat I know, they're shit. I am trying to sort out my portfolio and I don't know what to put in it!"
neutral,Flat tire city
happiness,@Minicooperr yeahh! Ryland was amazing xD BUT I DIDN'T GET A HUG OFF HIM booo  Suarez seemed a bit off tbh..but I think he'd just woken up
neutral,@RespectMileyC can you follow me please?
neutral,work work work!
happiness,"Just eaten, and feel extremely bloated...  now for the not so fun part."
neutral,Itchy boobs!
neutral,"fingers crossed that my neighbor can sign for my UPS package today, otherwise it may be bye-bye pretty skirts"
sadness,"@Katrinasummer Dude, I hear ya. I'll be 26 two weeks from tomorrow. I feel old."
happiness,About to present my project.
neutral,- doesn`t have a phone.
neutral,can sum1 tells me how 2 vote 4 miley? it seems sum peeple r still voting i went 2 mtv.com nd it seems i cant vote
sadness,R is going to be mad :/ Science of Sleep is missing and it's due back! I didn't even get to watch it!
sadness,Mexico City traffic  Beating the rush hour to make it to the Aeropuerto
sadness,@binary42 I'm sorry you won't make it.
neutral,@Mandaril blocked on this end  I'll have to try and remember it for later
neutral,PArts of me are starting to feel the effects of over tanning
neutral,"@properhardcore Sorry, not getting the reference/meme"
neutral,@marci723 OHH  yeah i sometimes forget  your in the other but cheek ok america
sadness,has has an ok day with jo. She bit me and now its bruised.
sadness,@birdsandbones meeee too. i am listening to sad music and missing you.  ps - http://www.daytrotter.com/
sadness,@jennjolie yep... or it should b automatic that if u fall 4 someone that person does 2!or smthng like that... but the way it is SUCKS!
sadness,@sirhova its been clownin since it got flooded in htown in april. Got it repaired or so I thought.
neutral,So much for Skype for BlackBerry in May
neutral,@iamdiddy Well....not the Spurs!!!
neutral,Off to work
sadness,I feel sorry for male singers.  they are never gonna be as great Zac Hanson! Pooorr fellas
neutral,@aldenpolicar good day sir. I'm hungry!
sadness,@sarahfenn I prefer overcast days too. Sorry it's hot where you are.
sadness,ayy fml. nothing is perfect
sadness,"@BabyStowz yea, feel like im bein ignored"
sadness,about to start work and missing him like crazy.I wont be seeing him till Tuesday
happiness,@jenrolton  awwwww  would a virtual high five make it any better?
anger,im writing an exam on a SATURDAY  that should be illegal  where's my weekend?
sadness,"@kurttheobald No problem. Unfortunately, I think it was just something I had to sort out on my own."
sadness,I know I shouldn't be saying this but fuck it..I'm horny as hell  http://twurl.nl/8q6cjc
neutral,Home from school. Out tonight? Probably not
sadness,"home, don't feel like going to work tomorrow"
neutral,wtf?! my tweets aren't posting   super excited about the weekend! &lt;3jfg.
sadness,@mileycyrus AHHHH!!!! Voting is closed for your categories!!!  I would have voted for you in them though!  I tried.
sadness,"Had some fun in the sun,, Im not seeing my tan yet though      I want chocolate!"
neutral,@War_Man im fully obsessed with their burritos enchilado style. My mom doesnt wanna go with me tho
neutral,"@Bunny90san ooo... No I believe they've all closed down, even the ones at the airport"
neutral,@jessicaringle i have to work tonight.  *M*
sadness,@Rckstar53 Why I gotta be all that?... I sad now
sadness,wish i didnt have to go to work tonight
sadness,Still not feeling well
sadness,Biggest food fight/mosh pit ever and i miss it from across the school
sadness,Fire call today missed it
sadness,was gonna go to my brothers show but still feeling like poo :**(
sadness,Is anyone else having a bad Friday? Is not a fun day today.
happiness,Best purchases at today at the yard sales: 2 large dog crates ($30) and a refrigerator for the office ($35) didn't buy anything old
neutral,"Trying to open a .docx file on my virtual system while I'm under the dryer. But it only has Office 2007,"
sadness,"Is on 'msn', but nones on! :@  :'("
sadness,"Best day at work, best weekend ahead. Hopefully I will have someone to go to USC with..."
neutral,@chacesmithphoto will do! I may just have to keep it on my shelf with the rest of my old cameras
sadness,"at the risk of sounding like a whiny child, I gotta say...I WANNA GO HOOOOOOOOOOOOMEEEEE!!! Ugh."
